cat,east,north,altitud
1927,431487.5,754231.25,2715.00000000
1928,438456.25,754256.25,2715.00000000
1929,440687.5,754281.25,2808.00000000
1930,449356.25,754275,2732.00000000
1931,426381.25,754256.25,2849.00000000
1932,429268.75,754268.75,2705.00000000
1933,434775,754231.25,2713.00000000
1934,437443.75,754193.75,2735.00000000
1935,442300,754231.25,2795.00000000
1936,443193.75,754268.75,2829.00000000
1937,445925,754218.75,2777.00000000
1938,447131.25,754268.75,2764.00000000
1939,428825,754256.25,2696.00000000
1940,429100,754193.75,2716.00000000
1941,433231.25,754225,2728.00000000
1942,442006.25,754225,2797.00000000
1943,447850,754225,2755.00000000
1944,441793.75,754225,2797.00000000
1945,444925,754212.5,2783.00000000
1946,449025,754218.75,2738.00000000
1947,425156.25,754218.75,2956.00000000
1948,447643.75,754206.25,2760.00000000
1949,450706.25,754200,2681.00000000
1950,451187.5,754218.75,2667.00000000
1951,425131.25,754206.25,2953.00000000
1952,429743.75,754125,2761.00000000
1953,437106.25,754118.75,2719.00000000
1954,440468.75,754187.5,2799.00000000
1955,444343.75,754206.25,2803.00000000
1956,444550,754206.25,2798.00000000
1957,445193.75,754187.5,2773.00000000
1958,426200,754156.25,2875.00000000
1959,439856.25,754193.75,2808.00000000
1960,441318.75,754162.5,2824.00000000
1961,431375,754143.75,2722.00000000
1962,433643.75,754162.5,2736.00000000
1963,447325,754143.75,2773.00000000
1964,449581.25,754281.25,2744.00000000
1965,450193.75,754137.5,2726.00000000
1966,438037.5,754168.75,2736.00000000
1967,436712.5,754112.5,2698.00000000
1968,442356.25,754137.5,2789.00000000
1969,447856.25,754143.75,2756.00000000
1970,447506.25,754075,2765.00000000
1971,447800,754143.75,2754.00000000
1972,448487.5,754131.25,2722.00000000
1973,449062.5,754125,2738.00000000
1974,451493.75,754031.25,2731.00000000
1975,431168.75,754106.25,2716.00000000
1976,434543.75,754118.75,2691.00000000
1977,440425,754056.25,2800.00000000
1978,441931.25,754106.25,2800.00000000
1979,449356.25,754093.75,2736.00000000
1980,442487.5,754100,2792.00000000
1981,447893.75,754118.75,2756.00000000
1982,448806.25,754118.75,2721.00000000
1983,435037.5,754093.75,2720.00000000
1984,435756.25,754106.25,2690.00000000
1985,441556.25,754043.75,2828.00000000
1986,450443.75,754106.25,2717.00000000
1987,451318.75,754068.75,2710.00000000
1988,428875,754031.25,2693.00000000
1989,432893.75,754037.5,2753.00000000
1990,434431.25,754093.75,2698.00000000
1991,444756.25,754075,2793.00000000
1992,434375,754068.75,2701.00000000
1993,437618.75,753950,2725.00000000
1994,431681.25,754043.75,2689.00000000
1995,433062.5,754068.75,2739.00000000
1996,439787.5,754018.75,2803.00000000
1997,441075,754012.5,2807.00000000
1998,448206.25,754068.75,2747.00000000
1999,449300,754043.75,2737.00000000
2000,449793.75,754000,2744.00000000
2001,450231.25,754068.75,2727.00000000
2002,434137.5,754018.75,2728.00000000
2003,435693.75,754043.75,2688.00000000
2004,435818.75,754056.25,2690.00000000
2005,449156.25,754106.25,2741.00000000
2006,428525,754043.75,2692.00000000
2007,430606.25,754025,2706.00000000
2008,445681.25,754012.5,2779.00000000
2009,448162.5,754031.25,2747.00000000
2010,431406.25,754031.25,2707.00000000
2011,432993.75,754031.25,2742.00000000
2012,435025,753981.25,2727.00000000
2013,445837.5,754006.25,2770.00000000
2014,446468.75,754031.25,2751.00000000
2015,425225,754131.25,2959.00000000
2016,428431.25,754018.75,2691.00000000
2017,433550,753987.5,2741.00000000
2018,435550,754018.75,2700.00000000
2019,439918.75,753931.25,2794.00000000
2020,429237.5,753993.75,2717.00000000
2021,442150,753993.75,2790.00000000
2022,442568.75,754000,2797.00000000
2023,445043.75,753981.25,2793.00000000
2024,446231.25,754000,2765.00000000
2025,426168.75,753968.75,2880.00000000
2026,444087.5,753981.25,2809.00000000
2027,447393.75,753993.75,2765.00000000
2028,448531.25,753956.25,2731.00000000
2029,451850,753906.25,2706.00000000
2030,438062.5,753962.5,2723.00000000
2031,438268.75,753981.25,2704.00000000
2032,450387.5,753931.25,2725.00000000
2033,447406.25,753968.75,2763.00000000
2034,449912.5,753937.5,2753.00000000
2035,436106.25,753943.75,2685.00000000
2036,445193.75,753925,2790.00000000
2037,446006.25,753931.25,2769.00000000
2038,428525,753918.75,2701.00000000
2039,430206.25,753943.75,2692.00000000
2040,432931.25,753912.5,2754.00000000
2041,434125,753837.5,2729.00000000
2042,442850,753937.5,2794.00000000
2043,444306.25,753943.75,2803.00000000
2044,446356.25,753937.5,2761.00000000
2045,451143.75,753931.25,2699.00000000
2046,433781.25,753900,2738.00000000
2047,435806.25,753931.25,2681.00000000
2048,446168.75,753906.25,2767.00000000
2049,449550,753931.25,2740.00000000
2050,449800,753931.25,2744.00000000
2051,432637.5,753918.75,2726.00000000
2052,443712.5,753900,2814.00000000
2053,444293.75,753918.75,2800.00000000
2054,449662.5,753893.75,2750.00000000
2055,435456.25,753881.25,2717.00000000
2056,437500,753856.25,2716.00000000
2057,438356.25,753856.25,2705.00000000
2058,440362.5,753868.75,2795.00000000
2059,442087.5,753906.25,2791.00000000
2060,446706.25,753868.75,2757.00000000
2061,449831.25,753906.25,2744.00000000
2062,453243.75,753825,2585.00000000
2063,429643.75,753806.25,2755.00000000
2064,434518.75,753893.75,2705.00000000
2065,441712.5,753843.75,2816.00000000
2066,444106.25,753818.75,2811.00000000
2067,445787.5,753843.75,2773.00000000
2068,449856.25,753893.75,2744.00000000
2069,450037.5,753893.75,2746.00000000
2070,451062.5,753818.75,2701.00000000
2071,442506.25,753843.75,2809.00000000
2072,449081.25,753862.5,2731.00000000
2073,437718.75,753868.75,2718.00000000
2074,441037.5,753868.75,2803.00000000
2075,442781.25,753850,2804.00000000
2076,444343.75,753943.75,2802.00000000
2077,447250,753843.75,2762.00000000
2078,450043.75,753862.5,2747.00000000
2079,432625,753843.75,2729.00000000
2080,433618.75,753825,2750.00000000
2081,442325,753818.75,2800.00000000
2082,436462.5,753818.75,2710.00000000
2083,437268.75,753806.25,2707.00000000
2084,450968.75,753825,2703.00000000
2085,449850,753818.75,2745.00000000
2086,449950,753818.75,2745.00000000
2087,435193.75,753793.75,2720.00000000
2088,439518.75,753818.75,2748.00000000
2089,428456.25,753718.75,2712.00000000
2090,434481.25,753731.25,2716.00000000
2091,437018.75,753731.25,2715.00000000
2092,445937.5,753781.25,2772.00000000
2093,449487.5,753862.5,2741.00000000
2094,430581.25,753768.75,2713.00000000
2095,437712.5,753762.5,2718.00000000
2096,442681.25,753793.75,2804.00000000
2097,443275,753731.25,2800.00000000
2098,447187.5,753768.75,2761.00000000
2099,440318.75,753731.25,2791.00000000
2100,447343.75,753725,2763.00000000
2101,447593.75,753781.25,2750.00000000
2102,425418.75,753756.25,2964.00000000
2103,438806.25,753718.75,2704.00000000
2104,443731.25,753725,2818.00000000
2105,449543.75,753768.75,2740.00000000
2106,429306.25,753756.25,2725.00000000
2107,441025,753656.25,2804.00000000
2108,444768.75,753743.75,2779.00000000
2109,432543.75,753731.25,2719.00000000
2110,436112.5,753700,2686.00000000
2111,447668.75,753743.75,2749.00000000
2112,452156.25,753737.5,2671.00000000
2113,435237.5,753668.75,2731.00000000
2114,439518.75,753693.75,2747.00000000
2115,442768.75,753668.75,2811.00000000
2116,430481.25,753706.25,2711.00000000
2117,432093.75,753581.25,2719.00000000
2118,433550,753656.25,2746.00000000
2119,444106.25,753693.75,2808.00000000
2120,433106.25,753556.25,2747.00000000
2121,442156.25,753768.75,2800.00000000
2122,436893.75,753643.75,2717.00000000
2123,439893.75,753662.5,2772.00000000
2124,439950,753681.25,2780.00000000
2125,447756.25,753681.25,2745.00000000
2126,431781.25,753631.25,2707.00000000
2127,431937.5,753650,2709.00000000
2128,450431.25,753668.75,2704.00000000
2129,426100,753637.5,2878.00000000
2130,435718.75,753650,2698.00000000
2131,436643.75,753556.25,2721.00000000
2132,437693.75,753643.75,2713.00000000
2133,443575,753643.75,2809.00000000
2134,429100,753600,2713.00000000
2135,430237.5,753493.75,2730.00000000
2136,443037.5,753637.5,2800.00000000
2137,446056.25,753631.25,2776.00000000
2138,447212.5,753631.25,2760.00000000
2139,450431.25,753643.75,2705.00000000
2140,443412.5,753575,2805.00000000
2141,446256.25,753618.75,2773.00000000
2142,429906.25,753618.75,2721.00000000
2143,445581.25,753562.5,2773.00000000
2144,447050,753656.25,2764.00000000
2145,434368.75,753500,2721.00000000
2146,436168.75,753556.25,2683.00000000
2147,441556.25,753606.25,2778.00000000
2148,446143.75,753581.25,2779.00000000
2149,446943.75,753606.25,2763.00000000
2150,430975,753587.5,2685.00000000
2151,434531.25,753593.75,2711.00000000
2152,435668.75,753543.75,2703.00000000
2153,437668.75,753593.75,2717.00000000
2154,443050,753543.75,2801.00000000
2155,447625,753562.5,2752.00000000
2156,431381.25,753543.75,2708.00000000
2157,433675,753518.75,2743.00000000
2158,435162.5,753556.25,2721.00000000
2159,443181.25,753581.25,2795.00000000
2160,450425,753562.5,2710.00000000
2161,428081.25,753612.5,2707.00000000
2162,437412.5,753481.25,2715.00000000
2163,437625,753500,2726.00000000
2164,446993.75,753568.75,2762.00000000
2165,446975,753531.25,2763.00000000
2166,449168.75,753556.25,2734.00000000
2167,429543.75,753537.5,2736.00000000
2168,443275,753531.25,2800.00000000
2169,428793.75,753531.25,2693.00000000
2170,438256.25,753481.25,2711.00000000
2171,441100,753506.25,2800.00000000
2172,442700,753493.75,2806.00000000
2173,446693.75,753493.75,2767.00000000
2174,446843.75,753531.25,2764.00000000
2175,449187.5,753493.75,2739.00000000
2176,431187.5,753393.75,2712.00000000
2177,433912.5,753481.25,2734.00000000
2178,448300,753481.25,2757.00000000
2179,450293.75,753518.75,2714.00000000
2180,428793.75,753506.25,2691.00000000
2181,435043.75,753431.25,2723.00000000
2182,442550,753462.5,2801.00000000
2183,436531.25,753481.25,2716.00000000
2184,446256.25,753418.75,2784.00000000
2185,429475,753437.5,2734.00000000
2186,429850,753450,2725.00000000
2187,447568.75,753481.25,2751.00000000
2188,449456.25,753400,2754.00000000
2189,433337.5,753350,2745.00000000
2190,438118.75,753468.75,2709.00000000
2191,442506.25,753468.75,2799.00000000
2192,444793.75,753456.25,2785.00000000
2193,447956.25,753437.5,2740.00000000
2194,453212.5,753450,2512.00000000
2195,432150,753431.25,2717.00000000
2196,434481.25,753443.75,2714.00000000
2197,446931.25,753443.75,2762.00000000
2198,448975,753425,2752.00000000
2199,426162.5,753431.25,2899.00000000
2200,443456.25,753431.25,2801.00000000
2201,446893.75,753431.25,2761.00000000
2202,447556.25,753387.5,2758.00000000
2203,425575,753387.5,2931.00000000
2204,432512.5,753381.25,2730.00000000
2205,435606.25,753381.25,2706.00000000
2206,436500,753412.5,2714.00000000
2207,446950,753393.75,2763.00000000
2208,448637.5,753400,2747.00000000
2209,450418.75,753412.5,2703.00000000
2210,425681.25,753393.75,2923.00000000
2211,425993.75,753356.25,2913.00000000
2212,437662.5,753375,2724.00000000
2213,449287.5,753243.75,2755.00000000
2214,434118.75,753356.25,2728.00000000
2215,437131.25,753393.75,2705.00000000
2216,441793.75,753393.75,2768.00000000
2217,446612.5,753343.75,2771.00000000
2218,447737.5,753343.75,2756.00000000
2219,427650,753331.25,2705.00000000
2220,430556.25,753381.25,2701.00000000
2221,437100,753381.25,2704.00000000
2222,445825,753331.25,2773.00000000
2223,447012.5,753325,2769.00000000
2224,450518.75,753287.5,2705.00000000
2225,430468.75,753343.75,2700.00000000
2226,432831.25,753337.5,2747.00000000
2227,435162.5,753306.25,2715.00000000
2228,435356.25,753281.25,2713.00000000
2229,436525,753250,2716.00000000
2230,429756.25,753256.25,2716.00000000
2231,431806.25,753318.75,2706.00000000
2232,446462.5,753293.75,2775.00000000
2233,432856.25,753231.25,2753.00000000
2234,443356.25,753181.25,2797.00000000
2235,443962.5,753287.5,2784.00000000
2236,444881.25,753275,2804.00000000
2237,452400,753268.75,2631.00000000
2238,430106.25,753268.75,2734.00000000
2239,431075,753293.75,2703.00000000
2240,431906.25,753268.75,2703.00000000
2241,432500,753262.5,2734.00000000
2242,433818.75,753200,2726.00000000
2243,442900,753218.75,2794.00000000
2244,430937.5,753256.25,2696.00000000
2245,440243.75,753218.75,2757.00000000
2246,447231.25,753268.75,2747.00000000
2247,448425,753275,2745.00000000
2248,452718.75,753262.5,2596.00000000
2249,431856.25,753243.75,2706.00000000
2250,437306.25,753218.75,2710.00000000
2251,441725,753206.25,2762.00000000
2252,450993.75,753206.25,2686.00000000
2253,446181.25,753225,2782.00000000
2254,443137.5,753156.25,2799.00000000
2255,428350,753156.25,2706.00000000
2256,442006.25,753212.5,2768.00000000
2257,448625,753181.25,2752.00000000
2258,451831.25,753131.25,2630.00000000
2259,437943.75,753268.75,2712.00000000
2260,445537.5,753168.75,2789.00000000
2261,428006.25,753181.25,2708.00000000
2262,434856.25,753050,2709.00000000
2263,441600,753206.25,2757.00000000
2264,444543.75,753181.25,2802.00000000
2265,432650,753156.25,2744.00000000
2266,441293.75,753150,2756.00000000
2267,446087.5,753093.75,2778.00000000
2268,432718.75,753181.25,2744.00000000
2269,433500,753162.5,2735.00000000
2270,446731.25,753156.25,2763.00000000
2271,447075,753143.75,2755.00000000
2272,449556.25,753131.25,2730.00000000
2273,450456.25,753181.25,2697.00000000
2274,438793.75,753137.5,2705.00000000
2275,442131.25,753168.75,2754.00000000
2276,443981.25,753156.25,2783.00000000
2277,425562.5,753112.5,2906.00000000
2278,431487.5,753093.75,2725.00000000
2279,447937.5,753137.5,2749.00000000
2280,432325,753118.75,2718.00000000
2281,436231.25,753118.75,2689.00000000
2282,444218.75,753131.25,2785.00000000
2283,449006.25,753181.25,2755.00000000
2284,446850,753156.25,2763.00000000
2285,445881.25,753118.75,2782.00000000
2286,427981.25,753106.25,2713.00000000
2287,447206.25,753068.75,2758.00000000
2288,450900,753018.75,2697.00000000
2289,444087.5,753093.75,2785.00000000
2290,447081.25,753081.25,2755.00000000
2291,435812.5,753037.5,2720.00000000
2292,442781.25,753056.25,2785.00000000
2293,444781.25,753081.25,2812.00000000
2294,447437.5,753081.25,2747.00000000
2295,452331.25,753081.25,2610.00000000
2296,425468.75,753068.75,2895.00000000
2297,434593.75,753068.75,2691.00000000
2298,437812.5,753012.5,2722.00000000
2299,438950,752956.25,2713.00000000
2300,452756.25,753037.5,2605.00000000
2301,427862.5,752893.75,2719.00000000
2302,431987.5,753031.25,2724.00000000
2303,441418.75,753043.75,2743.00000000
2304,445793.75,752800,2788.00000000
2305,447625,753031.25,2746.00000000
2306,452506.25,753018.75,2610.00000000
2307,425456.25,752956.25,2903.00000000
2308,430568.75,753037.5,2703.00000000
2309,430931.25,752993.75,2707.00000000
2310,450256.25,753031.25,2699.00000000
2311,431162.5,753025,2707.00000000
2312,431381.25,752981.25,2730.00000000
2313,432631.25,753018.75,2737.00000000
2314,447300,753000,2761.00000000
2315,447493.75,753018.75,2747.00000000
2316,435706.25,752925,2716.00000000
2317,443081.25,753006.25,2796.00000000
2318,430081.25,752937.5,2741.00000000
2319,432118.75,752975,2715.00000000
2320,432187.5,752993.75,2707.00000000
2321,443037.5,752937.5,2798.00000000
2322,447493.75,752981.25,2745.00000000
2323,449412.5,752962.5,2723.00000000
2324,450718.75,752981.25,2682.00000000
2325,438293.75,752968.75,2682.00000000
2326,432962.5,752918.75,2732.00000000
2327,434350,752918.75,2724.00000000
2328,437637.5,752937.5,2711.00000000
2329,439062.5,752918.75,2709.00000000
2330,446281.25,752925,2780.00000000
2331,449750,752918.75,2723.00000000
2332,430531.25,752887.5,2714.00000000
2333,434231.25,752912.5,2727.00000000
2334,438731.25,752918.75,2708.00000000
2335,450068.75,752906.25,2712.00000000
2336,429912.5,752900,2720.00000000
2337,436862.5,752912.5,2679.00000000
2338,440368.75,752918.75,2721.00000000
2339,441806.25,752918.75,2727.00000000
2340,450468.75,752856.25,2722.00000000
2341,428800,752856.25,2713.00000000
2342,438656.25,752906.25,2706.00000000
2343,443631.25,752906.25,2772.00000000
2344,443950,752887.5,2770.00000000
2345,445250,752900,2785.00000000
2346,431793.75,752881.25,2702.00000000
2347,436962.5,752881.25,2676.00000000
2348,437462.5,752887.5,2696.00000000
2349,441168.75,752881.25,2725.00000000
2350,441825,752875,2727.00000000
2351,443537.5,752881.25,2779.00000000
2352,446175,752843.75,2780.00000000
2353,448450,752818.75,2803.00000000
2354,451887.5,752862.5,2628.00000000
2355,437750,752881.25,2704.00000000
2356,448956.25,752881.25,2736.00000000
2357,451687.5,752818.75,2640.00000000
2358,428012.5,752868.75,2714.00000000
2359,428506.25,752693.75,2714.00000000
2360,440306.25,752868.75,2727.00000000
2361,450368.75,752843.75,2709.00000000
2362,445862.5,752856.25,2785.00000000
2363,448325,752843.75,2786.00000000
2364,432862.5,752806.25,2735.00000000
2365,442806.25,752812.5,2776.00000000
2366,451787.5,752831.25,2632.00000000
2367,432037.5,752812.5,2705.00000000
2368,439268.75,752831.25,2700.00000000
2369,431231.25,752768.75,2726.00000000
2370,432931.25,752806.25,2728.00000000
2371,435668.75,752818.75,2705.00000000
2372,440618.75,752800,2697.00000000
2373,432412.5,752743.75,2739.00000000
2374,435093.75,752718.75,2721.00000000
2375,435537.5,752806.25,2710.00000000
2376,446087.5,752793.75,2775.00000000
2377,449000,752793.75,2741.00000000
2378,447412.5,752768.75,2755.00000000
2379,452250,752806.25,2633.00000000
2380,430475,752762.5,2716.00000000
2381,441506.25,752768.75,2713.00000000
2382,446812.5,752706.25,2777.00000000
2383,429081.25,752743.75,2726.00000000
2384,439331.25,752762.5,2701.00000000
2385,445662.5,752781.25,2792.00000000
2386,433987.5,752656.25,2728.00000000
2387,447256.25,752693.75,2753.00000000
2388,449862.5,752712.5,2704.00000000
2389,431625,752737.5,2694.00000000
2390,433668.75,752681.25,2733.00000000
2391,435437.5,752693.75,2708.00000000
2392,444100,752718.75,2760.00000000
2393,436681.25,752668.75,2705.00000000
2394,448931.25,752687.5,2740.00000000
2395,442350,752687.5,2741.00000000
2396,445162.5,752668.75,2780.00000000
2397,453593.75,752643.75,2584.00000000
2398,425362.5,752668.75,2889.00000000
2399,436468.75,752700,2716.00000000
2400,444518.75,752693.75,2779.00000000
2401,445825,752693.75,2784.00000000
2402,448400,752650,2789.00000000
2403,436268.75,752393.75,2718.00000000
2404,445293.75,752656.25,2784.00000000
2405,445387.5,752668.75,2784.00000000
2406,447087.5,752668.75,2761.00000000
2407,448781.25,752681.25,2747.00000000
2408,429262.5,752656.25,2732.00000000
2409,429425,752593.75,2749.00000000
2410,430931.25,752650,2717.00000000
2411,433112.5,752631.25,2744.00000000
2412,437175,752668.75,2671.00000000
2413,439387.5,752668.75,2704.00000000
2414,451643.75,752668.75,2628.00000000
2415,429850,752600,2726.00000000
2416,431118.75,752537.5,2723.00000000
2417,433843.75,752656.25,2721.00000000
2418,439243.75,752656.25,2697.00000000
2419,447806.25,752650,2752.00000000
2420,449856.25,752656.25,2702.00000000
2421,431568.75,752637.5,2695.00000000
2422,434718.75,752643.75,2708.00000000
2423,451643.75,752643.75,2626.00000000
2424,430418.75,752631.25,2713.00000000
2425,435331.25,752631.25,2705.00000000
2426,438512.5,752606.25,2692.00000000
2427,433481.25,752506.25,2730.00000000
2428,428556.25,752606.25,2707.00000000
2429,429118.75,752606.25,2719.00000000
2430,430081.25,752600,2723.00000000
2431,430118.75,752606.25,2720.00000000
2432,433200,752575,2734.00000000
2433,444275,752593.75,2772.00000000
2434,434675,752543.75,2716.00000000
2435,427768.75,752518.75,2722.00000000
2436,432825,752587.5,2740.00000000
2437,435843.75,752562.5,2704.00000000
2438,437331.25,752568.75,2672.00000000
2439,439406.25,752543.75,2709.00000000
2440,445131.25,752550,2775.00000000
2441,447568.75,752568.75,2747.00000000
2442,425400,752556.25,2875.00000000
2443,434150,752500,2724.00000000
2444,435350,752525,2711.00000000
2445,445856.25,752506.25,2782.00000000
2446,445925,752543.75,2780.00000000
2447,428906.25,752431.25,2719.00000000
2448,433331.25,752525,2731.00000000
2449,425318.75,752506.25,2877.00000000
2450,428087.5,752500,2704.00000000
2451,440800,752506.25,2700.00000000
2452,442206.25,752431.25,2757.00000000
2453,431893.75,752500,2702.00000000
2454,435631.25,752431.25,2713.00000000
2455,446768.75,752462.5,2771.00000000
2456,448062.5,752406.25,2788.00000000
2457,430475,752506.25,2727.00000000
2458,442306.25,752506.25,2748.00000000
2459,438806.25,752493.75,2703.00000000
2460,439737.5,752443.75,2727.00000000
2461,451806.25,752468.75,2629.00000000
2462,451906.25,752493.75,2625.00000000
2463,430412.5,752418.75,2734.00000000
2464,440743.75,752456.25,2695.00000000
2465,446400,752456.25,2789.00000000
2466,452943.75,752456.25,2629.00000000
2467,438850,752437.5,2710.00000000
2468,445762.5,752456.25,2778.00000000
2469,446181.25,752450,2773.00000000
2470,453250,752468.75,2606.00000000
2471,428706.25,752431.25,2711.00000000
2472,434962.5,752393.75,2725.00000000
2473,439156.25,752425,2704.00000000
2474,439593.75,752337.5,2737.00000000
2475,449968.75,752431.25,2673.00000000
2476,431668.75,752356.25,2720.00000000
2477,435231.25,752381.25,2716.00000000
2478,438337.5,752418.75,2690.00000000
2479,446525,752356.25,2791.00000000
2480,425325,752375,2878.00000000
2481,427843.75,752337.5,2729.00000000
2482,432775,752400,2735.00000000
2483,438675,752331.25,2712.00000000
2484,447000,752368.75,2765.00000000
2485,453100,752393.75,2621.00000000
2486,431393.75,752331.25,2722.00000000
2487,443787.5,752356.25,2775.00000000
2488,452243.75,752375,2641.00000000
2489,432337.5,752318.75,2709.00000000
2490,435375,752393.75,2707.00000000
2491,441068.75,752393.75,2714.00000000
2492,452187.5,752381.25,2645.00000000
2493,426768.75,752381.25,2701.00000000
2494,429568.75,752375,2738.00000000
2495,449368.75,752368.75,2685.00000000
2496,437868.75,752368.75,2694.00000000
2497,441050,752331.25,2719.00000000
2498,446606.25,752368.75,2786.00000000
2499,450975,752318.75,2644.00000000
2500,452993.75,752343.75,2625.00000000
2501,427981.25,752343.75,2717.00000000
2502,440231.25,752356.25,2693.00000000
2503,447875,752300,2783.00000000
2504,449506.25,752343.75,2681.00000000
2505,451493.75,752325,2662.00000000
2506,452868.75,752306.25,2635.00000000
2507,433781.25,752337.5,2702.00000000
2508,434600,752243.75,2728.00000000
2509,437656.25,752206.25,2692.00000000
2510,443081.25,752343.75,2766.00000000
2511,443656.25,752343.75,2771.00000000
2512,445918.75,752343.75,2783.00000000
2513,449318.75,752325,2689.00000000
2514,451112.5,752300,2648.00000000
2515,435006.25,752306.25,2733.00000000
2516,437881.25,752262.5,2698.00000000
2517,440275,752331.25,2693.00000000
2518,443562.5,752318.75,2767.00000000
2519,445956.25,752331.25,2781.00000000
2520,445981.25,752331.25,2780.00000000
2521,429968.75,752312.5,2743.00000000
2522,431512.5,752312.5,2716.00000000
2523,438793.75,752287.5,2708.00000000
2524,450668.75,752318.75,2646.00000000
2525,441331.25,752131.25,2742.00000000
2526,445806.25,752268.75,2794.00000000
2527,449212.5,752300,2695.00000000
2528,429268.75,752287.5,2732.00000000
2529,430343.75,752193.75,2740.00000000
2530,435193.75,752293.75,2716.00000000
2531,439418.75,752293.75,2724.00000000
2532,446331.25,752256.25,2780.00000000
2533,446400,752281.25,2781.00000000
2534,447368.75,752293.75,2761.00000000
2535,449243.75,752293.75,2692.00000000
2536,450681.25,752293.75,2642.00000000
2537,452200,752256.25,2648.00000000
2538,443181.25,752237.5,2769.00000000
2539,449762.5,752225,2671.00000000
2540,450475,752206.25,2657.00000000
2541,429587.5,752206.25,2746.00000000
2542,444918.75,752256.25,2777.00000000
2543,446462.5,752243.75,2785.00000000
2544,448031.25,752268.75,2782.00000000
2545,449312.5,752268.75,2689.00000000
2546,451387.5,752250,2659.00000000
2547,437193.75,752243.75,2687.00000000
2548,446568.75,752256.25,2782.00000000
2549,431225,752231.25,2719.00000000
2550,444187.5,752168.75,2769.00000000
2551,426575,752168.75,2721.00000000
2552,429412.5,752200,2739.00000000
2553,438025,752181.25,2702.00000000
2554,443106.25,752231.25,2768.00000000
2555,445456.25,752168.75,2779.00000000
2556,447437.5,752118.75,2773.00000000
2557,432025,752118.75,2732.00000000
2558,441881.25,752218.75,2728.00000000
2559,445931.25,752187.5,2788.00000000
2560,447712.5,752181.25,2780.00000000
2561,451468.75,752212.5,2658.00000000
2562,427818.75,752206.25,2722.00000000
2563,432368.75,752200,2699.00000000
2564,450093.75,752193.75,2644.00000000
2565,452262.5,752175,2661.00000000
2566,427856.25,752175,2718.00000000
2567,433993.75,752193.75,2699.00000000
2568,436068.75,752181.25,2711.00000000
2569,438531.25,752181.25,2704.00000000
2570,449987.5,752156.25,2651.00000000
2571,453918.75,752093.75,2556.00000000
2572,428381.25,752143.75,2713.00000000
2573,438831.25,752143.75,2708.00000000
2574,439706.25,752068.75,2725.00000000
2575,442243.75,752118.75,2785.00000000
2576,444437.5,752087.5,2778.00000000
2577,445056.25,752118.75,2781.00000000
2578,428812.5,752087.5,2716.00000000
2579,430743.75,752156.25,2699.00000000
2580,441887.5,752137.5,2736.00000000
2581,450093.75,752137.5,2647.00000000
2582,429950,752050,2760.00000000
2583,437256.25,752106.25,2703.00000000
2584,431000,751931.25,2738.00000000
2585,432700,752093.75,2731.00000000
2586,440350,752081.25,2705.00000000
2587,434112.5,752106.25,2702.00000000
2588,434531.25,752087.5,2715.00000000
2589,434650,752100,2717.00000000
2590,446068.75,752043.75,2792.00000000
2591,427762.5,752056.25,2716.00000000
2592,435431.25,752075,2718.00000000
2593,436731.25,752093.75,2708.00000000
2594,451806.25,752068.75,2651.00000000
2595,431231.25,752018.75,2736.00000000
2596,435481.25,752068.75,2720.00000000
2597,436475,752025,2723.00000000
2598,451656.25,752068.75,2665.00000000
2599,452931.25,752068.75,2621.00000000
2600,453031.25,752068.75,2619.00000000
2601,435806.25,751981.25,2708.00000000
2602,441481.25,752056.25,2731.00000000
2603,444606.25,752043.75,2777.00000000
2604,445012.5,752031.25,2775.00000000
2605,451450,751968.75,2681.00000000
2606,436693.75,752018.75,2714.00000000
2607,437950,751968.75,2714.00000000
2608,452912.5,752025,2628.00000000
2609,431862.5,752018.75,2721.00000000
2610,444850,752012.5,2772.00000000
2611,434300,752006.25,2697.00000000
2612,436162.5,752018.75,2711.00000000
2613,442181.25,752006.25,2775.00000000
2614,445981.25,752018.75,2790.00000000
2615,446550,751993.75,2781.00000000
2616,432737.5,751981.25,2734.00000000
2617,439843.75,751993.75,2718.00000000
2618,440431.25,751981.25,2708.00000000
2619,441618.75,752006.25,2720.00000000
2620,426831.25,751968.75,2693.00000000
2621,427575,751968.75,2708.00000000
2622,452631.25,751968.75,2634.00000000
2623,436287.5,751843.75,2722.00000000
2624,440300,751931.25,2714.00000000
2625,442431.25,751906.25,2787.00000000
2626,450518.75,751956.25,2679.00000000
2627,429093.75,751968.75,2722.00000000
2628,429243.75,751943.75,2734.00000000
2629,435387.5,751931.25,2728.00000000
2630,453518.75,751906.25,2589.00000000
2631,457543.75,751825,2478.00000000
2632,426656.25,751950,2703.00000000
2633,443081.25,751806.25,2798.00000000
2634,433087.5,751925,2757.00000000
2635,433868.75,751943.75,2716.00000000
2636,434131.25,751943.75,2703.00000000
2637,437412.5,751843.75,2709.00000000
2638,445693.75,751943.75,2774.00000000
2639,433306.25,751906.25,2764.00000000
2640,435075,751893.75,2747.00000000
2641,429106.25,751918.75,2723.00000000
2642,434118.75,751918.75,2706.00000000
2643,445606.25,751918.75,2773.00000000
2644,430143.75,751893.75,2733.00000000
2645,433737.5,751900,2724.00000000
2646,433906.25,751893.75,2722.00000000
2647,438250,751868.75,2715.00000000
2648,439175,751850,2734.00000000
2649,439793.75,751900,2716.00000000
2650,446706.25,751818.75,2788.00000000
